shop,name,lat,lon
beauty,Студия Михаила Альтшулера,59.965195,30.2882367
travel_agency,29 пальм,59.9691415,30.3068437
wine,Ароматный мир,59.9675832,30.3011708
hairdresser,,59.9689988,30.303384
pet,Флюгер,59.9676491,30.3013157
convenience,Удачная охота,59.9682743,30.3022983
florist,Monobuket,59.9671542,30.301078
beauty,Муха,59.9697479,30.301465
convenience,Фермер,59.9672355,30.3012212
car_repair,,59.5826806,30.1450669
doityourself,,59.5824986,30.1387315
supermarket,Лайм,60.0112311,30.246088
shoes,Шире Шаг,59.8796563,30.259736
supermarket,Естный,59.8797379,30.2598345
florist,Цветовик,59.87972,30.2612646
car_repair,,59.8689731,30.244876
convenience,Белорусские продукты,59.8799579,30.260041
beauty,FouRooms,59.9667112,30.2866579
jewelry,Яшма Золото,59.8644841,30.3201873
jewelry,Платина Кострома,59.8643481,30.320198
medical_supply,Ортека,59.8642229,30.3202101
beauty,ПиLки,59.8617202,30.1809798
shoes,Обувь,59.8616844,30.1811773
alcohol,Градусы,59.8622612,30.1814155
doityourself,АБВГДом,59.8623152,30.1814701
car_repair,Каретный двор,59.8626966,30.1834798
supermarket,Пятёрочка,60.0848346,29.9577534
beverages,"Магазин Правильного Пива ""Лайк Бир""",59.8884045,31.0008917
car_repair,,59.8606131,30.2056167
car_repair,,59.8606549,30.20576
car_repair,,59.8607108,30.2059423
car_repair,,59.8607455,30.2060874
car_repair,,59.8608015,30.2062732
car_repair,Автозапчасти для иномарок,59.8608544,30.2051206
car_repair,Шиномонтаж,59.8604908,30.2133999
beverages,"Магазин правильного пива ""Лайк Бир""",59.8835307,30.9864123
hairdresser,,59.8599561,30.239541
gift;florist,Цветы Подарки,59.8599253,30.2464658
florist,,59.8649964,30.3216082
florist,,59.8649967,30.3216729
car_repair,Шиномонтаж,59.8609689,30.289528
car_repair,Шиномонтаж,59.8595306,30.2831695
gift,Императорский фарфор,59.7981425,30.2678638
convenience,,59.8406265,30.4136443
convenience,,59.8382695,30.4256121
ticket,,60.0785311,29.9683787
convenience,Продукты,59.840812,30.4206845
gift,Postulat,59.7967239,30.2671767
convenience,Продукты,59.8416444,30.4225534
convenience,,60.0784673,29.9684152
car_repair,"Автосервис ""БэстАвто""",59.8719402,30.9878248
convenience,Домик во дворе,59.8861602,30.9938491
beauty,Большая перемена,59.9664492,30.3009492
hairdresser,Фристайл,59.5817267,30.1258195
alcohol,Бахус,59.580282,30.123191
convenience,Картеж,59.5788743,30.1276206
doityourself,СТРОИТЕЛЬ,59.9317442,30.4295589
fabric,Вологодский текстиль,60.0697285,30.3337482
pawnbroker,МиК-Ломбард,59.8640915,30.3202009
clothes,Пиф Паф Super Shop,59.9320557,30.3237764
clothes,Куб,59.6282069,30.4002039
confectionery,,60.0962846,29.9728434
bicycle,BikePride,60.0953224,29.955776
supermarket,Пятёрочка,60.0363005,30.4467414
supermarket,Магнит,60.0346424,30.4484297
alcohol,Градусы,60.0366389,30.450096
supermarket,Полушка,60.0340174,30.4489527
convenience,Муринский,60.035529,30.4519151
supermarket,Дикси,60.0351081,30.4469879
alcohol,РосАл,60.0356901,30.4516329
alcohol,Литра,60.0355939,30.451807
cosmetics,Улыбка Радуги,60.0345945,30.4507419
car_repair,МастерАвто,59.8874802,30.4694242
supermarket,Дикси,59.579914,30.1242894
party,,59.9877174,30.27789
supermarket,Олимп и К,59.8873225,30.4702222
florist,Букетико,59.8644729,30.321254
outdoor,Мир дайвинга,59.9078446,30.3452492
bakery,Цех85,59.8887349,30.3247197
supermarket,,59.9385465,30.3694921
florist,Цветоптторг,59.9474431,30.2739337
car_parts,autodoc,59.9091867,30.3462593
outdoor,7.62,59.9090538,30.3461548
car_parts,Ford,59.9074131,30.3448656
florist,,59.9385089,30.3694573
car_repair,Технический центр Land Rover,59.8952829,30.330811
beauty,,59.9099923,30.3468689
florist,,59.9099322,30.3467983
clothes,Погода,59.9076327,30.3450647
car_parts,АвтоМаркет 51,59.8946734,30.3293163
car_repair,,59.9020454,30.3347539
furniture,Форема,59.9101682,30.346973
hairdresser,,59.9082481,30.3455606
shoes,,59.8920215,30.3249491
car_repair,Iservice,59.8705283,30.3539396
convenience,Продукты,59.8822648,30.3310566
car_repair,,59.8616661,30.3574956
hairdresser,,59.8549778,30.3601582
furniture,Гармония мебель,59.8548979,30.3603961
department_store,Смешные цены,59.8544366,30.3713669
supermarket,Удачный,59.9213767,30.353987
supermarket,Продукты,59.9263569,30.3576376
pet,Ле'муррр,59.8273241,30.3169951
travel_agency,РоссТур,59.8276201,30.3169449
dry_cleaning,,59.8279133,30.3169072
gift,Табак и Подарки,59.8274906,30.3170241
optician,Линзы Тут,59.8278024,30.3171664
convenience,,59.8452259,30.1298147
confectionery,Товары для кондитеров,60.0370797,30.4094857
supermarket,Пятёрочка,59.8557014,30.3460068
supermarket,Верный,59.9950685,30.6509563
bakery,Буханка,59.8519192,30.3314729
florist,Цветторг,59.8448349,30.3298203
florist,,59.8449996,30.3298135
furniture,Форте мебель,59.8526426,30.3584642
weapons,Охотничий домик,59.8530012,30.3617278
florist,ЦветыОптРозница,59.851912,30.3317498
clothes,,59.8519145,30.3320112
supermarket,Магнит,59.8468162,30.3308207
doityourself,,59.8526267,30.3619618
florist,Фантазия,59.8334245,30.3494972
florist,Веселый цветочник,59.8332115,30.3488727
alcohol,Кружка,59.8450113,30.330663
beauty,Barbarise,59.8527501,30.3594881
convenience,Продукты,59.8433905,30.3299056
beauty,,59.8448976,30.3298198
car_parts,Autodoc,59.84994,30.3303784
car_parts,ЛВИ,59.8529118,30.3607708
fireplace,"Печи, камины",59.8519127,30.3318488
doityourself,Домотехника,59.8526889,30.3589387
car_parts,Автомир,59.8529138,30.3618282
hardware,Балттех,59.8519159,30.3321411
craft,,59.8529373,30.3609643
convenience,Продукты,59.8523524,30.3620481
butcher,,59.8523718,30.2470692
mobile_phone,Рестор,59.9461417,30.4753708
clothes,,59.939367,30.3234961
clothes,,59.9394104,30.3235351
supermarket,Дикси,59.8690597,30.3624529
supermarket,Верный,60.0103092,30.2643176
mobile_phone,Евросеть,59.9752507,30.4074098
convenience,Продукты,59.8736478,30.4713518
car_repair,СТО Ижора,59.8142597,30.5775696
car_repair,СТО+,59.8082949,30.5640674
convenience,,60.2371186,29.6962924
florist,ЦветТорг,59.8918985,30.4884619
florist,Цветовик,59.9149056,30.5176593
florist,Фантазия,59.9189376,30.4700782
supermarket,Магнит,59.9293575,30.4718559
electronics,Ситилинк,59.8975764,30.4903072
furniture,,59.8972182,30.4905337
supermarket,Семейный,59.8922104,30.482954
supermarket,РиоМаг,59.8931005,30.483676
convenience,Продукты,59.8295764,30.4066053
sports,Sportissimo,59.8613404,30.3988769
hardware,Лавка сантехника,59.860721,30.3962377
beauty,Шэр,59.860835,30.3959206
hardware,Mr.doors,59.8618463,30.4005592
seafood,Свои люди,59.8714925,30.3186209
alcohol,Home Beer,59.8714925,30.3185415
hairdresser,Эконом,59.8416548,30.2477243
shoes,ЦентрОбувь,60.0549984,30.32896
florist,Цветовик,60.0545052,30.3103092
hairdresser,,59.9271518,30.4859925
supermarket,Дикси,59.7857805,30.623512
clothes,Koton,59.9395855,30.4165951
clothes,Kiabi,59.9399751,30.419529
bakery,Буше,59.9403238,30.4179147
mobile_phone,МТС,59.9402238,30.4180759
supermarket,Лента,59.9400165,30.4164944
laundry,Apetta,59.9397006,30.4168012
hardware,Керомаг,59.9414553,30.3792882
electronics,Фрау техника · DNS,59.9396904,30.4164644
alcohol,,59.8763336,30.4421183
convenience,Продукты,59.8712012,30.3811862
convenience,,59.8757014,30.4388379
convenience,Продукты,59.8732493,30.4362489
convenience,Продукты,59.8738953,30.3845131
convenience,,59.8798638,30.4325705
convenience,Продукты,59.8831267,30.4236121
convenience,Продукты,59.8837144,30.4231302
convenience,,59.8759651,30.4409747
mobile_phone,Евросеть,59.852121,30.0939037
hairdresser,Модная парикмахерская,59.8521156,30.0935175
hardware,Завод Атлант,60.0888367,30.259562
florist,Цветы,59.8359445,30.5097316
electronics,Юлмар Аутпост,59.8359064,30.5098747
department_store,Оазис,59.7592493,30.4708078
beauty,I Amsterdam,59.9394962,30.3773162
car_parts,Альфа АКБ,59.9568226,30.4110916
bakery,Золушка,59.751983,30.6117495
supermarket,Магнит,59.8344126,30.4226576
florist,Мир цветов,59.7477425,30.6092914
car_repair,Шиномонтаж,59.801806,30.5445148
hairdresser,Selena,59.832187,30.3273582
car_repair,Альмак Авто,59.9846021,30.3602174
hairdresser,,59.8561063,30.2127736
convenience,Товары в дорогу,59.6651293,30.5315481
supermarket,Полушка,59.5700857,30.5502673
florist,,59.7385246,30.5607674
convenience,,59.7308381,30.5876864
convenience,,59.7353297,30.5838777
beauty,,59.7309375,30.588235
furniture,Ажур,59.7315399,30.6210833
supermarket,Дикси,59.7447719,30.5614184
beauty,ОлиВия,59.7328016,30.5822828
convenience,Продукты,59.8513743,30.4186857
bicycle,ВелоМарка,59.7310257,30.6129599
alcohol,Веселый пивовар,59.7354076,30.5838867
furniture,,59.7359575,30.5834487
convenience,,59.7315193,30.6204619
beauty,Ванилька,59.7315499,30.6214155
greengrocer,,59.8687364,30.3684138
greengrocer,,59.8689465,30.3680931
confectionery,Север,59.8708913,30.3777525
greengrocer,,59.8686809,30.3684553
greengrocer,,59.8689162,30.3694309
greengrocer,,59.8685936,30.3685097
greengrocer,,59.8684253,30.3686601
greengrocer,,59.8688497,30.3684736
greengrocer,"Овощи, фрукты",59.8645359,30.3745734
wine,Напитки мира,59.9737715,30.3048926
bakery,Каравай,59.9722139,30.3061677
greengrocer,"Овощи, фрукты",59.8644659,30.3737544
supermarket,Продукты,59.9271088,30.3581214
convenience,,59.9285867,30.3447746
convenience,По пути,59.9285867,30.3447746
convenience,Продукты,59.8654358,30.3839931
convenience,,59.7984583,30.6392395
convenience,Дом Быта,59.7968265,30.6375637
supermarket,Магнит,59.7860027,30.6967391
convenience,,59.88687,30.6862746
convenience,,59.9067211,30.6722611
convenience,Домашний,59.7987432,30.6396203
convenience,,59.8825128,30.4699527
convenience,,59.9055648,30.6715863
alcohol,Градусы,59.8862245,30.988326
convenience,,59.8865267,30.6826145
alcohol,Норман,59.8860874,30.9882771
convenience,,59.8935813,30.7442465
supermarket,Верный,59.8884839,31.0008381
supermarket,Пятёрочка,59.8720565,30.9890906
pet,,60.0297268,30.2937833
convenience,,60.0302937,30.2933618
beauty,Шёлк,60.030733,30.2931444
hairdresser,,59.8508104,30.3691626
hardware,,59.9050918,30.6717328
convenience,,59.8867091,30.6870705
convenience,,59.8890251,30.6928187
hairdresser,Мастер-класс,59.8580767,30.3858661
mobile_phone,МТС,59.8567767,30.3802705
beauty,Сандра-2,59.8556645,30.3727978
bookmaker,Лига Ставок,59.8543087,30.3703544
convenience,Естный,59.9001299,30.3619947
newsagent,Роспечать,59.8660479,30.3842804
furniture,Первая мебельная фабрика,59.8642698,30.4080992
hardware,ЭнергоДом,59.8580068,30.3860552
hardware,СантехМастер,59.8572497,30.3825163
doors,София,59.8581337,30.3866245
gift,artpolka,59.8574152,30.3833588
beauty,Актуаль,59.8652804,30.4118443
furniture,Конструктор,59.8644895,30.4085637
hairdresser,SelFie,59.8994412,30.3605886
beauty,Интрига,59.8661496,30.3863164
optician,,59.8570844,30.3817048
tobacco,,59.8566085,30.3787304
optician,,59.864542,30.3879393
hardware,Минимакс,59.8573634,30.3830827
garden_centre,Садовые машины,59.857034,30.3814513
toys,Вотоня,59.8665592,30.3873049
furniture,Crystal Plus,59.858173,30.3867976
department_store,Улыбка Радуги,59.8569256,30.3809249
doityourself,Водная техника,59.8641999,30.4080976
electronics,Керхер Центр Купчино,59.8580993,30.3864862
butcher,Мясо индейки,59.8567381,30.380081
bakery,,59.8566795,30.3797506
alcohol,Норман,59.8785088,30.9865221
cosmetics,Магнит-Косметик,59.7014882,29.9457492
hardware,,59.7019199,29.9472478
pet,Золотая рыбка,59.8358022,30.1419891
newsagent,Бухгалтер и Предприниматель,59.9852683,30.3354173
beauty,Облако,60.0335918,30.2959857
hairdresser,YanaNail,59.8584342,30.2251187
hairdresser,Бамбук,59.8585999,30.2243221
computer,Компьютер-сервис,59.8575386,30.2257383
books,,59.8662354,30.3217312
repair,Евросервис,59.8662406,30.3219262
travel_agency,Горячие туры,59.8662603,30.3219861
florist,Цветы,59.8745141,30.3880009
florist,Фантазия,59.8709799,30.3784902
convenience,Продукты,59.8771456,30.3972597
wine,Норман,59.8577239,30.4053343
supermarket,Пятёрочка,59.999662,30.3341935
convenience,Продукты,59.8664215,30.4244049
convenience,Ласточка,59.8521738,30.3982697
convenience,Продукты,59.8276127,30.4159015
convenience,,59.8513964,30.418702
convenience,,59.8340869,30.4003213
convenience,Сырная лавка,59.9360206,30.3591769
optician,Синоптика,59.9360269,30.3587247
convenience,Кубанский Рынок,59.8342864,30.4004032
convenience,Уютный Магазинчик,59.8339822,30.3907981
convenience,,59.833886,30.3904358
convenience,,59.8410104,30.3850616
car_parts,Аста,59.8425615,30.489503
supermarket,Перекрёсток,59.8312016,30.5034273
car_parts,,59.8288655,30.5177094
convenience,Appetit,59.8785592,30.4728237
beekeeper,Пчеловодство,59.9240908,30.311042
beekeeper,Пчеловодство,59.8307757,30.3765195
gift,,59.8419764,30.2488145
toys,Детский Мир,59.8775134,30.3583472
hairdresser,,59.8620562,30.322999
pet,,59.8361264,30.1351217
pet,,59.791218,30.1494955
department_store,,60.3308106,30.4212601
hardware,"Теплые полы ""Гурон""",59.774843,30.1278596
beauty,,59.8364295,30.1351304
beverages,,59.8349741,30.1479378
confectionery,,59.834868,30.1423825
butcher,,59.7749143,30.1278577
greengrocer,,59.8646756,30.3237583
tailor,Ателье,59.8297804,30.3774525
tailor,Всё для шитья,59.8298248,30.3769536
pet,Золотая рыбка,59.8304012,30.3770524
supermarket,Пятёрочка,59.7087127,30.7816594
greengrocer,,59.9122877,30.3473281
supermarket,Медведь,59.9125533,30.3457736
convenience,,59.9092866,30.3391716
hairdresser,,59.8517449,30.2137468
toys,,59.8532688,30.2130968
florist,,59.9142434,30.3505538
convenience,,60.0013746,30.3258626
butcher,Мясной стандарт,60.0345365,30.3937935
butcher,,59.8582828,30.3913258
computer,Юлмарт outpost,59.8582622,30.391207
convenience,Продукты,59.8574775,30.3895152
beauty,Глазурь,59.8578653,30.3896395
hairdresser,,59.8480752,30.3838481
optician,,59.847042,30.3798744
hairdresser,,59.8489808,30.3856417
beauty,Brazilian Blowout,59.8455355,30.3715032
confectionery,,59.8530979,30.381492
beauty,Красота,59.8524853,30.3821906
car_parts,Автопрайд,59.8455391,30.3728537
convenience,Желток,59.8472439,30.3806281
greengrocer,,59.8485525,30.3857132
alcohol,Лит.Ra,59.847218,30.3805322
alcohol,Градусы,59.8484025,30.3850895
florist,ЛенЦветТорг,59.8453824,30.3772852
convenience,Продукты,59.8454475,30.3719544
car_parts,Мастер ремонта,59.8467384,30.3707033
alcohol,Монополь,59.8451596,30.3764862
beauty,Леди,59.8456637,30.3730127
car_parts,Кореана,59.8455263,30.3727945
bakery,,59.8456222,30.3730031
sports,Спорт Покупки,59.8466987,30.3707693
hardware,СтройХозТовары,59.8518774,30.3712184
hairdresser,Rosa,59.8532463,30.1449644
hairdresser,Афродита,59.8531258,30.1449625
wine,Ароматный Мир,59.8538957,30.1419602
convenience,Продукты 24 часа,59.8541559,30.1419543
boutique,Olya Gerasimenko - авторское отелье,59.8511217,30.1425504
pet,Зоотовары,59.8512295,30.1419495
furniture,"Мебель, сувениры, картины",59.8511635,30.1419415
convenience,Продукты 24 часа,59.8528297,30.1419805
beverages,,59.8420161,30.2484849
kiosk,,59.8423841,30.2497194
mobile_phone,Мегафон,59.842846,30.247514
convenience,,59.9150896,30.4864558
supermarket,Пятёрочка,59.8545815,30.2131597
supermarket,Лента,59.9405761,30.4179524
beverages,,59.8650226,30.323188
beauty,Ola,60.0434275,30.3712327
orthopaedics,Ортез,60.0360382,30.3615155
orthopaedics,Степ,60.0355959,30.3616929
clothes,,60.0370062,30.3654862
convenience,Эврика,59.8305567,30.5066674
convenience,Эврика,59.8411284,30.4891555
convenience,Фермер,59.8332483,30.5062025
butcher,,59.8333341,30.5061013
shoes,Burgerschuhe,59.8576145,30.2125334
hairdresser,Салон красоты,59.8573566,30.2122947
yes,Атлант - магазин спортивного питания,59.857797,30.212689
clothes,Одежда джинсы белье,59.8577754,30.2126662
clothes,Одежда,59.857537,30.2124664
convenience,Продукты 24 часа,59.8571518,30.2121338
tailor,С иголочки - ремонт одежды,59.8577579,30.2126434
fabric,Текстиль для дома,59.8570993,30.2107283
outpost,ozon.ru,59.8563942,30.20952
books,"Книги - покупка, обмен",59.8568953,30.210562
furniture,Мебель,59.8564077,30.2094516
hairdresser,Салон красоты,59.8564292,30.2094181
shoes,Центр обуви,59.8563545,30.2094878
convenience,,59.8068086,30.5803025
florist,Цветы,59.8596534,30.2146735
motorcycle_repair,Custom Lab,59.9470072,30.2684327
convenience,,59.7852308,30.626935
furniture,,59.7721978,30.7119162
shoes,Franko,59.8923187,30.3296772
hairdresser,ИньЯнь,59.8587073,30.2165492
hairdresser,"Прически, стрижки",59.8594532,30.2099732
optician,Оптика,59.8596619,30.2145423
yes,Ценошок,59.859641,30.2144283
tailor,"Ателье, ремонт одежды",59.859635,30.2145543
convenience,,59.8981883,30.4810931
stationery,,59.8611605,30.1977604
hairdresser,,59.8610649,30.1980945
florist,,59.8611242,30.1978945
supermarket,Народная 7Я семьЯ,60.0049719,30.419574
supermarket,Магнит,59.6282282,29.534393
convenience,Нурлан,59.5858705,29.3087549
hardware,Строительные материалы,59.6500758,29.649159
supermarket,Пятёрочка,59.6257511,29.5304434
tyres,Шиномонтаж,59.5871077,29.315861
computer,Резидент,59.9214569,30.347135
cosmetics,Белорусская косметика,60.0370626,30.323633
pawnbroker,Благо,60.0545222,30.329055
beverages,Главпиво,60.0444489,30.3269321
convenience,Компас здоровья,60.052692,30.3380763
kitchen,Мария,60.0435372,30.3783429
convenience,Орехи,60.0545425,30.328979
florist,От производителя,60.0534154,30.3276599
bakery,Тоне,60.0394392,30.3714574
door,,60.0429352,30.3858789
door,,60.0434593,30.3786761
greengrocer,,60.054512,30.3291274
supermarket,Магнит,59.880658,30.4633621
beauty,Сандра,59.8552647,30.3697065
convenience,Продукты,59.8553451,30.3702659
convenience,,59.8696469,30.4108632
alcohol,Живое пиво,59.8536665,30.3810914
bookmaker,БалтБет,59.8536241,30.3840423
clothes,Вологодский текстиль,59.8537014,30.3810557
florist,,59.8508712,30.3945246
butcher,Народный фермер,59.8506874,30.3942516
hairdresser,Красотка,59.8500636,30.3908128
bakery,Хлебная усадьба,59.8506669,30.3941582
greengrocer,,59.8496811,30.3904332
yes,Кассовые аппараты,59.8494097,30.3890923
supermarket,Магнит,59.8505852,30.3935652
copyshop,Фото-город,59.8494707,30.3893339
yes,Валар,59.8494477,30.3892418
mobile_phone,МегаФон,59.8488187,30.3875673
convenience,,59.8489126,30.3870277
mobile_phone,телефон.ру,59.8492276,30.3883904
car_repair,3АMOTORS,59.9696704,30.4148658
clothes,,59.8491666,30.3881506
pawnbroker,Золотой,59.8488499,30.3876885
cosmetics,,59.8491129,30.3879248
mobile_phone,Билайн,59.8488424,30.387658
florist,,59.8488751,30.3870985
butcher,Приневское,59.8485389,30.3856563
convenience,,60.0528518,30.2892195
greengrocer,"Овощи, фрукты",59.8661672,30.3841772
convenience,Продукты,59.8661375,30.3842081
supermarket,Пятёрочка,59.8489988,30.3873991
supermarket,Пятёрочка,59.8511281,30.3953866
newsagent,,59.849701,30.3905309
car_repair,Авто Депо,59.9631956,30.4602252
car_parts,Авто Депо,59.9630862,30.4603506
alcohol,Ароматный мир,59.9172817,30.4628338
tobacco,,59.7340438,30.0808146
furniture,,59.7340284,30.0807582
houseware,Освещение,59.7339532,30.0807754
clothes,Camel Active,60.0593994,30.3371778
shoes,Chester,60.0593398,30.3371292
clothes,DiDi,60.059459,30.3372264
beauty,Laki Nail,60.0545715,30.3371605
shoes,Rene,60.0592152,30.3374006
clothes,Saint jean,60.0595186,30.337275
tableware,Императорский фарфор,60.0584508,30.3361832
tea,Кантата,60.0586042,30.3364189
watches,Ренессанс,60.0591016,30.336775
cosmetics,Рив Гош,60.0591556,30.3373521
glaziery,,60.0440342,30.3804091
florist,,60.055215,30.337617
car_repair,,59.9349851,30.2227323
car_repair,,59.9351743,30.2224963
car_repair,KM Avto,59.9907225,30.2962402
car_parts,Euro Auto,59.9935574,30.2444863
beverages,"живое пиво, квас, сидр",60.0062388,30.2482521
motorcycle,,60.1526875,30.4591099
massage,,59.9663149,30.3431667
hardware,VIP Керамика Склад,59.9785948,30.3341402
supermarket,Магнит,59.7382614,30.4040992
supermarket,Пятёрочка,59.8760934,30.3091937
books,Книжный дом,59.9372933,30.324954
convenience,,59.7888361,30.1440027
supermarket,Магнит,59.7873075,30.1493435
supermarket,,59.7859737,30.1502997
convenience,,59.7863138,30.1474861
supermarket,Дикси,59.9297367,30.3693174
supermarket,Дикси,60.0288349,30.3316117
car_repair,,59.9845916,30.2573302
car_repair,,59.9006529,30.4244427
convenience,,59.8524202,30.2948868
photo,,59.9056709,30.2806165
convenience,Продукты,59.9181941,30.3418442
convenience,Белорусский продукт,59.8420047,30.384097
alcohol,Лит.Ра,59.8419304,30.38418
greengrocer,,59.8413301,30.384693
convenience,,59.8414387,30.3846255
supermarket,Пятёрочка,59.8592214,30.3766749
alcohol,Баррель,59.8756512,30.4401888
convenience,Гастроном-06,59.7846556,30.1458679
cosmetics,Улыбка радуги,59.9350412,30.2465053
ticket,,59.8644353,30.3201897
electronics,Мининакс,59.9739547,30.3830066
convenience,"""Дары полей""",60.042222,30.4467152
optician,Счастливый взгляд,59.9939919,29.7640546
florist,Цветовик,59.9975983,29.7664387
greengrocer,Овощной рынок,59.8785907,29.8630634
pawnbroker,Деньги,59.9954444,29.7646748
clothes,Четыре сезона,59.9938887,29.7639635
clothes,,59.8787395,29.8638389
convenience,Ковчег,59.8787388,29.8632673
greengrocer,,59.8785099,29.863504
car_parts,,59.9947608,29.7572457
convenience,Белорусские продукты,59.9976243,29.7663343
cosmetics,Бонжур,59.8788263,29.8637542
convenience,Ярмарка,59.8788023,29.8636077
florist,,59.8787879,29.8638742
florist,Мария,59.8787132,29.8636176
optician,2000,59.995193,29.7644754
convenience,Продукты,59.9927509,29.7621894
furniture,Perlanta textile,59.8328929,30.2123737
cosmetics,Магнит-косметик,59.834213,30.218489
cosmetics,Скарлет,59.840694,30.2384348
department_store,Улыбка радуги,59.8425034,30.2428637
greengrocer,,59.8329402,30.2152744
clothes,,59.8329695,30.2165406
clothes,ДжинсА,59.8523945,30.2854997
hairdresser,Мята,59.8544461,30.3723891
cosmetics,Улыбка радуги,59.8522477,30.2789032
convenience,Дешево,59.8333704,30.218856
mobile_phone,Связной,59.8336249,30.2197767
supermarket,Пятёрочка,59.8455712,30.253867
convenience,,59.8329133,30.2146698
cosmetics,РивГош,59.8522738,30.2664851
electronics,ОнлайнТрейд,59.8523797,30.3195183
cosmetics,Улыбка радуги,59.832884,30.2128842
florist,Цветовик,59.8521294,30.3075271
clothes,Big Size,59.8531894,30.3393287
convenience,Продукты,59.9577902,30.2938444
convenience,Продукты,59.9588666,30.295438
mobile_phone,Гаджет'S,59.8624865,30.2099087
supermarket,Дикси,59.9469011,30.3422743
florist,,59.7806751,30.1086804
beauty,Гарден Роуз,59.8577784,30.3485136
convenience,Фаэтон,59.868369,30.2487841
convenience,,59.8085369,30.0765993
beauty,,59.7806634,30.1086794
clothes,Секонд-хэнд,59.7806887,30.1086799
alcohol,Beerhoff,59.7809469,30.1086847
greengrocer,,59.780445,30.1087409
florist,Фантазия,59.8520828,30.2672483
convenience,,59.7804882,30.1087366
butcher,,59.7809101,30.1086756
supermarket,Пятёрочка,59.8550954,30.2651648
convenience,,59.794692,30.1577534
bathroom_furnishing,,59.7944936,30.1546159
baby_goods,Вотоня,59.7939382,30.1520543
car_parts,Деталика,59.9178146,30.3995428
beauty,Лена,59.851046,30.2637934
butcher,Парное мясо,59.8497794,30.3250687
car_repair,Мир Матизов,59.890274,30.3783881
hardware,База Промышленной Тары,59.9376086,30.6002558
convenience,,60.2187278,30.298312
florist,Цветоптторг,59.908815,30.4794131
doors,стальные двери Эльбор,59.9087134,30.4795035
supermarket,Дикси,59.9086179,30.4795894
car_repair,,60.0686075,30.2949726
optician,,60.0103325,30.3937688
pyrotechnics,Фейерверки,60.0779224,30.2702547
bicycle,Велоотпуск,60.0778234,30.2705068
alcohol,Beer Taste,60.070897,30.3297691
florist,ЦветОптТорг,59.9611399,30.2863663
supermarket,,59.9574867,30.2967519
beauty,,59.8621888,30.3474998
optician,,59.8600571,30.3508332
beauty,,59.8596189,30.3506262
travel_agency,Tez tour,59.8556936,30.2109768
shoes,DRoP!,59.9312103,30.3577891
garden_centre,Максиплант,59.8567632,31.0125756
hardware,Новосел,59.8719372,30.9891055
copyshop,КопиКанц,59.9312955,30.2655419
alcohol,,60.3260192,30.447054
photo,Максилаб,59.9347144,30.3367055
electronics,Радиомаркет,59.8506873,30.3141604
tiles,КафельДом,60.0464983,30.4531918
supermarket,Верный,59.8319787,30.5076039
convenience,Мы рядом,60.0558795,30.4283503
car_repair,,59.642651,29.8078264
clothes,Befree,59.8961903,30.357456
clothes,Zolla,59.8961651,30.3567608
clothes,O'Stin,59.896202,30.3574056
shoes,Ralf Ringer,59.8958377,30.3572004
shoes,Hōgl,59.8960708,30.3567298
convenience,Продукты,59.9082073,30.3193414
convenience,,59.9088698,30.3224438
car_parts,База для УАЗа,59.909308,30.354127
convenience,Продукты,59.8977825,30.3686814
hairdresser,Милана,59.8668906,30.3740254
convenience,,60.0919877,29.9576828
newsagent,Бухгалтер и предприниматель,59.9853621,30.2591612
newsagent,Бухгалтер и Предприниматель,59.9597398,30.3237063
clothes,,59.9200194,30.2879895
chemist,Дезинфектор,59.9178759,30.2899062
clothes,,59.9135873,30.28203
hairdresser,Эконом,59.9132453,30.2783122
car_parts,Ксенон78,59.9104171,30.275731
hairdresser,,59.9110055,30.2760709
hairdresser,Муссон,59.9014385,30.4648709
convenience,Продукты,59.9565314,30.3581719
convenience,,59.967263,30.3485648
clothes,Трикотаж из Белоруссии,59.9239361,30.2911621
beauty,Эльф,59.9240262,30.2910857
mobile_phone,Tele2,60.0515079,30.4373455
convenience,Вкусный,60.0514079,30.4373693
convenience,,60.0514827,30.4370905
greengrocer,,60.0514678,30.4375487
mobile_phone,Хорошая связь,60.0513223,30.4379035
bakery,Мельница,60.0514025,30.437497
furniture,Кухни Маркет,60.0514159,30.4373287
mobile_phone,Билайн,60.051548,30.4371422
beverages,Live Beer,60.0514879,30.4374471
butcher,Мясо,59.8596083,30.3766164
beverages,Живое Пиво,59.9275641,30.477925
convenience,,59.9298031,30.4765992
cosmetics,Спектр,59.8757141,30.4462098
car_repair,Формула Опель,59.8433086,30.4536156
car_repair,Формула Опель,59.9507349,30.4455526
hairdresser,Отражение,59.9243742,30.2873638
car_parts,МК Легион,59.9186566,30.3413618
beauty,Beautica,60.0300091,30.293498
beauty,Primavera,59.9467526,30.414833
furniture,Хороший подарок,59.9468071,30.4151836
hairdresser,,59.9134507,30.2878396
car,Chrysler,59.8785132,30.2994393
car,Jeep,59.878567,30.2994608
convenience,25 часов,59.9273062,30.4790815
supermarket,Магнит,59.8768681,30.2745839
beauty,Nail bar,60.0518134,30.4477242
beverages,Хмель и солодъ,60.0516276,30.4490055
florist,Цветовик,60.0508914,30.444084
convenience,,60.0494638,30.4435412
beverages,,60.0501434,30.4477971
convenience,,60.05095,30.4441233
bakery,Мельница,60.0510017,30.4441551
confectionery,,60.0511014,30.4442361
